Trip Number,Date,Country,Location,Details,Year,Latitude,Longitude
35,May 26,Germany,Ramstein Air Base,Stopped upon returning to Washington D.C.,2014,49.441426,7.6012401
36,June 3–4,USA,"Washington, DC",Start in DC,2014,38.9072,-77.0369
36,June 3–4,Poland,Warsaw,Met with PresidentBronisław Komorowskiand Prime MinisterDonald Tusk. Attended ceremonies marking the 25th anniversary of democracy in Poland. Also met withPresident-electPetro PoroshenkoofUkraine.[192],2014,52.2319581,21.0067249
36,June 4–5,Belgium,Brussels,Attended the40th G7 summit.[192],2014,50.8465573,4.351697
36,June 5–6,France,Paris,Met with PresidentFrançois Hollande. Attended the 70th anniversary ofD-Daymemorial ceremonies.[192],2014,48.8588897,2.320041
36,June 5–6,France,Omaha Beach,Met with PresidentFrançois Hollande. Attended the 70th anniversary ofD-Daymemorial ceremonies.[192],2014,49.370552,-0.8789392
36,June 5–6,France,Benouville,Met with PresidentFrançois Hollande. Attended the 70th anniversary ofD-Daymemorial ceremonies.[192],2014,49.2466066,-0.2781925
36,June 5–6,France,Ouistreham,Met with PresidentFrançois Hollande. Attended the 70th anniversary ofD-Daymemorial ceremonies.[192],2014,49.2761243,-0.258479
37,September 3–4,USA,"Washington, DC",Start in DC,2014,38.9072,-77.0369
37,September 3–4,Estonia,Tallinn,Met with the presidents of the Baltic states. Visited with U.S. and Estonian members of the military. Delivered a speech atTallinn Airportwith Prime MinisterTaavi Rõivas.[2],2014,59.4372155,24.7453688
37,September 4–5,United Kingdom,Newport,Attended theNATO summit.[193],2014,51.5882332,-2.9974967
38,November 10–12,USA,"Washington, DC",Start in DC,2014,38.9072,-77.0369
38,November 10–12,China,Beijing,"Attended theAPEC summit. Met withPresidentXi Jinping,PremierLi KeqiangandNPC ChairmanZhang Dejiang.[194]Also met withAustralianPrime MinisterTony Abbott,[195]andIndonesianPresidentJoko Widodo.[196]",2014,40.190632,116.412144
38,November 12–14,Myanmar (Burma),Naypyidaw,Attended the25th ASEAN Summitand the9th East Asia Summit.[197][198]Met with PresidentThein Seinand National League for Democracy LeaderAung San Suu Kyi.[199][200]Participated in the Young Southeast Asian Leaders Initiative Town Hall meeting at theUniversity of Yangon.[201],2014,19.7753289,96.1032552
38,November 12–14,Myanmar (Burma),Yangon,Attended the25th ASEAN Summitand the9th East Asia Summit.[197][198]Met with PresidentThein Seinand National League for Democracy LeaderAung San Suu Kyi.[199][200]Participated in the Young Southeast Asian Leaders Initiative Town Hall meeting at theUniversity of Yangon.[201],2014,16.7967129,96.1609916
38,November 15–16,Australia,Brisbane,"Attended theG20 summit.[202]Held a trilateral meeting with Prime MinisterTony AbbottandJapanesePrime MinisterShinzō Abe, and delivered a speech at theUniversity of Queenslandregardingyouth voice.[203][204]",2014,-27.4689682,153.0234991
39,January 24,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
39,January 24,Germany,Ramstein Air Base,Stopped en route toIndia.[2],2015,49.441426,7.6012401
39,January 25–27,India,New Delhi,Met with Prime MinisterNarendra Modi. Participated in theIndian Republic Daycelebration. Addressed an event organized by the U.S.-India Business Council.[205][206],2015,28.6430858,77.2192671
39,January 27,Saudi Arabia,Riyadh,Met with the newly appointed KingSalman. Also paid respects to the late KingAbdullah.[207][208],2015,24.638916,46.7160104
39,January 27,Germany,Ramstein Air Base,Stopped during return toWashington D.C.[209],2015,49.441426,7.6012401
40,April 8–9,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
40,April 8–9,Jamaica,Kingston,Met with Prime MinisterPortia Simpson-Miller. Visited theBob Marley Museum. Attended atown hall meetingat theUniversity of the West Indies. Laid wreath at theNational Heroes Park.[210][211],2015,17.9712148,-76.7928128
40,April 9–11,Panama,Panama City,Attended the7th Summit of the Americas.[212]Also met withCuban PresidentRaúl Castro.[213],2015,8.9714493,-79.5341802
41,June 7–8,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
41,June 7–8,Germany,Krün,Attended the41st G7 summit.[214]Met with Chancellor Angela Merkel for a traditionalFrühschoppenbreakfast with the village locals inKrün.[215]Also met with French presidentFrançois Hollandeto discuss theRusso-Ukrainian WarandIran's nuclear program.[216],2015,47.5061521,11.2787041
42,July 24,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
42,July 24,Germany,Ramstein Air Base,Stopped en route toKenya.[217],2015,49.441426,7.6012401
42,July 24–26,Kenya,Nairobi,"State visit. Attended the 2015 Global Entrepreneurship Summit,[218]and an innovation fair organized to promote his ""Power Africa"" initiative of promotingelectric powerandrenewable energyin the Sub-Saharan Africa.[219]Laid a wreath a memorial honoring the victims of the1998 U.S. embassy bombings.[220]Dined with other members of hispaternal family.[221][222]Met with PresidentUhuru Kenyatta,[223]In the evening, the President was hosted a state dinner by President Kenyatta.[224]and delivered a speech at theSafaricom Indoor Arena.[225]",2015,-1.3026148,36.828842
42,July 26–28,Ethiopia,Addis Ababa,Met with thegovernment of Ethiopia. Visited theAfrican Unionheadquarters.[226][227],2015,9.0,38.75
42,July 28,Germany,Ramstein Air Base,Stopped during return toWashington D.C..[228],2015,49.441426,7.6012401
43,November 15–16,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
43,November 15–16,Turkey,Antalya,"Attended theG20 summit.[229]Also met withTurkish presidentRecep Tayyip Erdoğan,Canadian prime ministerJustin Trudeau,[230]KingSalman of Saudi Arabia,[231]and withRussian PresidentVladimir Putin.[232]",2015,36.8865728,30.7030242
43,November 17–20,Philippines,Manila,"Attended theAPEC Economic Leaders' Meeting; held bilateral meetings withPhilippine PresidentBenigno Aquino III,Japanese Prime MinisterShinzō Abeand newly elected prime ministersMalcolm Turnbullof Australia andJustin Trudeauof Canada,[233][234]as well as meetings withTrans-Pacific PartnershipandPacific Allianceleaders.[235]",2015,14.5904492,120.9803621
43,November 17–20,Philippines,Pasay,"Attended theAPEC Economic Leaders' Meeting; held bilateral meetings withPhilippine PresidentBenigno Aquino III,Japanese Prime MinisterShinzō Abeand newly elected prime ministersMalcolm Turnbullof Australia andJustin Trudeauof Canada,[233][234]as well as meetings withTrans-Pacific PartnershipandPacific Allianceleaders.[235]",2015,14.5436995,120.9946503
43,November 20–22,Malaysia,Kuala Lumpur,"Attended the26th ASEAN Summit, and also held separate meetings withLao prime ministerThongsing ThammavongandSingaporean prime ministerLee Hsien Loong.[236]Attended the10th East Asia Summit.[236][237]Also met with refugees, many of whom wereRohingya refugees,[238]participated in the Young Southeast Asian Leaders Initiative (YSAELI) town hall atTaylor's University,[239]and met with Malaysiancivil societygroups.[240]",2015,3.1526589,101.7022205
43,November 22–23,Japan,Yokota Air Base,Stopped during return toWashington D.C..[241],2015,35.7490925,139.3490931
44,November 29 – December 1,USA,"Washington, DC",Start in DC,2015,38.9072,-77.0369
44,November 29 – December 1,France,Paris,"Attended the2015 United Nations Climate Change Conference;[242]held separate bilateral meetings withChinese presidentXi Jinping,Indian prime ministerNarendra Modi,[243]andTurkish presidentRecep Tayyip Erdoğan.[244]Also joinedPresidentFrançois Hollandeand Paris mayorAnne Hidalgoin paying respects to the victims of theParis attacksby laying flowers in front of theBataclan.[245]",2015,48.8588897,2.320041
45,March 20–22,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
45,March 20–22,Cuba,Havana,"Met withCardinal Jaime Ortega, theArchbishop of Havana.[246][247]Paid respects to Cuban national heroJosé Martíduring a brief wreath-laying ceremony at hismemorialat Havana'sPlaza de la Revolución.[248]Met withPresidentRaúl Castro.[249]U.S. SecretariesJohn KerryandPenny PritzkerofStateandCommerce, respectively, were in attendance, whileVice PresidentMiguel Díaz-Caneland Foreign MinisterBruno Rodríguez Parrillawere among the severalCuban ministerswho participated in the discussions.[250]Also attended an event with U.S. and Cuban entrepreneurs,[251][252]addressed the Cuban people onnational television,[253]and met with various Cuban dissidents and leaders of civil society organizations.[254]Attended anexhibitionbaseballgame between theTampa Bay Raysand theCuba national baseball teamat theEstadio Latinoamericanowith President Castro.[255]",2016,23.135305,-82.3589631
45,March 23–24,Argentina,Buenos Aires,Met with PresidentMauricio Macri. Laid a wreath at theBuenos Aires Metropolitan Cathedraltomb of Argentine generalJosé de San Martín[256][257]Visited theRemembrance parkwith President Macri to honor the victims of theDirty Warby throwing flowers onto theRío de la Platariver. Held a town hall meeting with young Argentine leaders and entrepreneurs at Usina del Arte and  toured theNahuel Huapi National ParkinBariloche.,2016,-34.6083696,-58.4440583
45,March 23–24,Argentina,Bariloche,Met with PresidentMauricio Macri. Laid a wreath at theBuenos Aires Metropolitan Cathedraltomb of Argentine generalJosé de San Martín[256][257]Visited theRemembrance parkwith President Macri to honor the victims of theDirty Warby throwing flowers onto theRío de la Platariver. Held a town hall meeting with young Argentine leaders and entrepreneurs at Usina del Arte and  toured theNahuel Huapi National ParkinBariloche.,2016,-41.1334781,-71.3101474
46,April 20,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
46,April 20,Germany,Ramstein Air Base,Stopped en route toSaudi Arabia.[2],2016,49.441426,7.6012401
46,April 20–21,Saudi Arabia,Riyadh,"Attended a summit meeting with theGulf Cooperation Council.[258]Met withKing Salman, and held an audience with theSaudi royal court.[259]",2016,24.638916,46.7160104
46,April 21–24,United Kingdom,London,"Attended a private lunch withQueen Elizabeth IIandPrince Philip.[260]Met withBritish Prime MinisterDavid Cameron,[261]and later withLabour PartyandOpposition LeaderJeremy Corbyn.[262]Also participated in town hall meeting with the British youth atLindley Hall.[263][264]",2016,51.5074456,-0.1277653
46,April 21–24,United Kingdom,Windsor,"Attended a private lunch withQueen Elizabeth IIandPrince Philip.[260]Met withBritish Prime MinisterDavid Cameron,[261]and later withLabour PartyandOpposition LeaderJeremy Corbyn.[262]Also participated in town hall meeting with the British youth atLindley Hall.[263][264]",2016,51.4837886,-0.6040419
46,April 21–24,United Kingdom,Watford,"Attended a private lunch withQueen Elizabeth IIandPrince Philip.[260]Met withBritish Prime MinisterDavid Cameron,[261]and later withLabour PartyandOpposition LeaderJeremy Corbyn.[262]Also participated in town hall meeting with the British youth atLindley Hall.[263][264]",2016,51.6553875,-0.3957425
46,April 24–25,Germany,Hanover,"Met withGerman ChancellorAngela Merkel, and other European leaders including British Prime Minister David Cameron,French PresidentFrançois Hollande, andItalian Prime MinisterMatteo Renzi.[265]Attended theHannover Messe.[266]",2016,52.3744779,9.7385532
47,May 22,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
47,May 22,Japan,Yokota Air Base,Stopped en route toVietnam.[2],2016,35.7490925,139.3490931
47,May 22–25,Vietnam,Hanoi,"Met withPresidentTrần Đại Quang,Prime MinisterNguyễn Xuân PhúcandGeneral Secretary of the Communist Party of VietnamNguyễn Phú Trọng.[267]Dined with American celebrity chefAnthony Bourdain, who was in Vietnam filming for an episode of Bourdain's show,Anthony Bourdain: Parts Unknown.[268]Met with ten activists advocating to solve social issues facing Vietnam, includingfreedom of speech,freedom of the pressandInternetfreedom,[269]and addressed the Vietnamese people from theVietnam National Convention Center.[270][271][272]Also visited theJade Emperor Pagodain Ho Chi Minh City,[273]met with young entrepreneurs and the local business community,[274]and participated in the Young Southeast Asian Leaders Initiative (YSAELI) town hall.[275]",2016,21.0283334,105.854041
47,May 22–25,Vietnam,Ho Chi Minh City,"Met withPresidentTrần Đại Quang,Prime MinisterNguyễn Xuân PhúcandGeneral Secretary of the Communist Party of VietnamNguyễn Phú Trọng.[267]Dined with American celebrity chefAnthony Bourdain, who was in Vietnam filming for an episode of Bourdain's show,Anthony Bourdain: Parts Unknown.[268]Met with ten activists advocating to solve social issues facing Vietnam, includingfreedom of speech,freedom of the pressandInternetfreedom,[269]and addressed the Vietnamese people from theVietnam National Convention Center.[270][271][272]Also visited theJade Emperor Pagodain Ho Chi Minh City,[273]met with young entrepreneurs and the local business community,[274]and participated in the Young Southeast Asian Leaders Initiative (YSAELI) town hall.[275]",2016,10.7763897,106.7011391
47,May 25–27,Japan,Shima,"Met withJapanese Prime MinisterShinzō Abe.[276]Attended the42nd G7 summit.[277]Also visited theHiroshima Peace Memorial Park,[278]the firstincumbentAmerican president to visit this memorial to the victims of the U.S.atomic bombing of Hiroshimain August 1945.[279]",2016,34.3411841,136.8196451
47,May 25–27,Japan,Hiroshima,"Met withJapanese Prime MinisterShinzō Abe.[276]Attended the42nd G7 summit.[277]Also visited theHiroshima Peace Memorial Park,[278]the firstincumbentAmerican president to visit this memorial to the victims of the U.S.atomic bombing of Hiroshimain August 1945.[279]",2016,34.3917241,132.4517589
48,June 29,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
48,June 29,Canada,Ottawa,State visit. Met withCanadian Governor GeneralDavid JohnstonandCanadian Prime MinisterJustin Trudeauand addressed a joint session of theCanadian Parliament. Attended the 10thNorth American Leaders' Summitwith Prime Minister Trudeau andMexican presidentEnrique Peña Nieto.[280],2016,45.4208777,-75.6901106
48,June 29,Canada,Gatineau,State visit. Met withCanadian Governor GeneralDavid JohnstonandCanadian Prime MinisterJustin Trudeauand addressed a joint session of theCanadian Parliament. Attended the 10thNorth American Leaders' Summitwith Prime Minister Trudeau andMexican presidentEnrique Peña Nieto.[280],2016,45.4277659,-75.710976
49,July 8–9,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
49,July 8–9,Poland,Warsaw,"Attended the 27thNATO summitmeeting. The agenda focused on strengthening defense cooperation to protectEastern EuropefromRussian aggression on Ukraine, confronting theIslamic Statein Iraq and Syria, theEuropean migrant crisis, and theUnited Kingdom withdrawal from the European Union. Also met with Polish presidentAndrzej Duda,European CouncilPresident, former Polish prime ministerDonald Tusk, andEuropean CommissionPresidentJean-Claude Junckerto discusscounterterrorism, and theSyrian refugee crisis.[281][282]Also addressed American public following theshooting of Alton SterlinginBaton Rouge, Louisianaand theshooting of Philando CastileinMinnesota, cases which led to protests in the U.S. and allegations of racial injustice and profiling by police.[283]",2016,52.2319581,21.0067249
49,July 9–10,Spain,Madrid,Met with KingFelipe VIand Prime MinisterMariano Rajoy.[284]Also met with American military personnel stationed atNaval Station Rota.[285],2016,40.4167047,-3.7035825
49,July 9–10,Spain,Rota,Met with KingFelipe VIand Prime MinisterMariano Rajoy.[284]Also met with American military personnel stationed atNaval Station Rota.[285],2016,36.6228636,-6.3599595
50,September 3–5,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
50,September 3–5,China,Hangzhou,Attended theG20 summit.,2016,30.2489634,120.2052342
50,September 5–8,Laos,Vientiane,"Attended the27th ASEAN Summitand the11th East Asia Summit, becoming the first U.S. president to visit the country.[286]",2016,17.9640988,102.6133707
50,September 9,Japan,Yokota Air Base,Stopped during return toWashington D.C..[2],2016,35.7490925,139.3490931
51,September 30,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
51,September 30,Israel,Jerusalem,Attended the state funeral of former Israeli President and Prime MinisterShimon Peres.[287],2016,31.7788242,35.2257626
52,November 15–16,USA,"Washington, DC",Start in DC,2016,38.9072,-77.0369
52,November 15–16,Greece,Athens,"State Visit. Met with Prime MinisterAlexis Tsiprasand PresidentProkopis Pavlopoulos.[288]Delivered a speech at theStavros Niarchos Foundation Cultural Center,[289]TouredAcropolisandAcropolis Museum.[290]",2016,37.9755648,23.7348324
52,November 16–18,Germany,Berlin,"Met with Chancellor Angela Merkel, French President François Hollande, Spanish Prime Minister Mariano Rajoy, Italian Prime Minister Matteo Renzi, and British Prime MinisterTheresa May.Met with European leaders of the ""Quint"": German ChancellorAngela Merkel, French PresidentFrançois Hollande, British Prime MinisterTheresa May, Italian Prime MinisterMatteo Renzi, and Spanish Prime MinisterMariano Rajoy. The leaders discussed trade, theRusso-Ukrainian War, theSyrian Civil War, andISIL.[291][288]",2016,52.510885,13.3989367
52,November 18,Portugal,Terceira Island,Air Force Onerefueling stop atLajes Air Base.[292][293][294],2016,38.71667,-27.21667
52,November 18–20,Peru,Lima,"Attended theAPEC summit,[295]and held bilateral meetings with Peruvian PresidentPedro Pablo Kuczynski, Chinese PresidentXi Jinping, Australian Prime MinisterMalcolm Turnbulland Canadian Prime MinisterJustin Trudeau. Also hosted a Young Leaders of the Americas Initiative town hall at thePontifical Catholic University of Peru.[296]",2016,-12.0621065,-77.0365256
